id,en,ka,ka_translated
798,Saint Petersburg cruises include time in town. Cruise passengers are exempted from visa requirements (check the terms).,სანკტ-პეტერბურგის კრუიზები ქალაქში ტურსაც შეიცავს. სავიზო მოთხოვნები (გადახედეთ პირობებს) კრუიზის მგზავრებს არ ეხებათ.,Saint Petersburg Cruises მოიცავს დრო ქალაქში. Cruise მოგზაურობა მოიცავს ვიზუალური მოთხოვნები (შესაბამება მოთხოვნები).
799,"Casinos typically make many efforts to maximize time and money spent by guests. Windows and clocks are usually absent, and exits can be hard to find.","როგორც წესი, კაზინოები ნებისმიერ ღონეს ხმარობენ, რომ გაზარდონ სტუმრების მიერ დახარჯული დრო და ფული. ჩვეულებრივ, ფანჯრები და საათები არ არსებობს და ასევე გასასვლელიც ძნელი საპოვნელია.","Casinos typically make many efforts to maximize the time and money spent by guests. Windows და საათები ზოგადად არ არსებობს, და outs can be difficult to find."
800,"They usually have special food, drink and entertainment offers, to keep guests in a good mood, and keep them at the premise.","საშუალებები იმისთვის, რომ სტუმრები კარგ განწყობაზე იყვნენ და არ გაცდნენ მათ შენობას, როგორც წესი, ისინი უზრუნველყოფენ სპეციალურ საჭმელს, სასმელს და გასართობებს.","მათ ზოგადად აქვს განსაკუთრებული ჭამა, ჭამა და სატელეფონო შეთავაზებები, რათა შეინარჩუნოს მშობლები კარგი გონება, და შეინარჩუნოს მათ სავარაუდოდ."
801,"Some venues offer alcoholic beverages on the house. However, drunkenness impairs judgement, and all good gamblers know the importance of staying sober.","ზოგ ადგილას ალკოჰოლურ სასმელებს გთავაზობენ. თუმცა, სიმთვრალე განსჯის უნარს აფერხებს და კარგმა მოთამაშემ იცის, თუ რამდენად მნიშვნელოვანია ფხიზლად ყოფნა.","ზოგიერთი ადგილები გთავაზობთ ალკოვანი ჭამა სახლში. თუმცა, ჭამა შეუწყობს შეკითხვას, და ყველა კარგი სათამაშოები იცის, რამდენად მნიშვნელოვანია შეინარჩუნოს საყვარელი."
802,"Anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow, ice, or freezing temperatures.","ვინც მანქანის შემაღლებულ მიდამოებში ან უღელტეხილზე მართვას აპირებს, უნდა გაითვალისწინოს, რომ მოსალოდნელია თოვლი, ყინული ან ნულს ქვემოთ ტემპერატურა.","ვინმეს, ვინც წასვლა მაღალი სიჩქარით ან ზედაზე გერმანიის წასვლა უნდა ვნახოთ შესაძლებლობას snow, ice, ან frozen ტემპერატურა."
803,"On icy and snowy roadways, friction is low and you cannot drive as if you were on bare asphalt.",ხახუნის ძალა ნაკლებია მოყინულ და თოვლიან საავტომობილო გზებზე თქვენ ვერ მართავთ მანქანას ისე როგორც ცარიელ ასფალტზე.,"Icy და snowy გზები, სიჩქარე არის დაბალი და თქვენ ვერ შეძლებთ მძღოლი, როგორც თუ თქვენ იყო ნარკო asphalt."
804,"During blizzards, enough snow to get you stuck can fall in very little time.","ქარბუქის დროს ძალიან მცირე დროში შეიძლება მოვიდეს საკმარისი რაოდენობის თოვლი იმისთვის, რომ ერთ ადგილზე გაგჭედოთ.","Under blizzards, საკმარისი snow to get you stuck can fall very little time."
805,Visibility may also be restricted by falling or blowing snow or by condensation or ice on vehicle windows.,"თოვლის ან ნამქერის, მანქანის მინებზე წარმოქმნილი კონდენსაციის ან ყინულის საფარის გამო ხილვადობა შეიძლება ასევე შეიზღუდოს.","გამოგზავნილია: 16 May 2018, 14:04 #517 · პროფილი · პირადი მიმოწერა · ჩატი · ელფოსტა"
806,"On the other hand, icy and snowy conditions are normal in many countries, and traffic goes on mostly uninterrupted all year round.",სხვა მხრივ ყინულიანი და თოვლიანი პირობები ბევრ ქვეყანაში ჩვეულებრივი მოვლენაა და მთელი წლის განმავლობაში არ იწვევს საავტომობილო მოძრაობის შეფერხებას.,"მეორე მხრივ, თევზი და თევზი მდგომარეობა ნორმალურია ბევრი ქვეყნებში, და ტრანსპორტი იღებს ძირითადად არასამთავრობო მთელი წლის განმავლობაში."
807,Safaris are perhaps the greatest tourism draw in Africa and the highlight for many visitors.,"აფრიკაში, ალბათ, საფარი ტურიზმის ყველაზე დიდი სანახაობა და ღირშესანიშნაობაა ბევრი ვიზიტორისთვის.","Safaris არის, რა თქმა უნდა, ყველაზე დიდი ტურისტული ატვირთვა აფრიკაში და აღსანიშნავია ბევრი ვიზიტი."
808,"The term safari in popular use refers to overland travel to view the stunning African wildlife, particularly on savanna.","ტერმინი საფარი პოპულარულ კონტექსტში აფრიკის ველური ბუნებაში, განსაკუთრებით სავანაში, სახმელეთო მოგზაურობას ეხება.","The term safari in popular use refers to overland travel to see amazing African wildlife, განსაკუთრებით savanna."
809,"Some animals, such as elephants and giraffes, tend to approach closely to cars and standard equipment will allow good viewing.","ზოგიერთი ცხოველი, როგორც წესი, ახლოს მიდის მანქანებთან, მაგალითად სპილო და ჟირაფი, და სტანდარტული აღჭურვილობით მათი დათვალიერება კარგად არის შესაძლებელი.","ზოგიერთი ცხოველები, როგორიცაა elephants და giraffe, სავარაუდოდ ახლოს ავტომობილებს და სტანდარტული აღჭურვილობა გაძლევთ კარგი ნახვა."
810,"Lions, cheetahs and leopards are sometimes shy and you will see them better with binoculars.","ზოგჯერ ძალიან მორცხვები არიან ლომები, ჩიტა მაიმუნები და ლეოპარდი და მათ უკეთ მხოლოდ ბინოკლით დაინახავთ.","Lions, cheetahs და leopards ზოგჯერ ცუდი და თქვენ მათ უკეთესი ხედავთ binoculars."
811,"A walking safari (also called a ""bush walk"", ""hiking safari"", or going ""footing"") consists of hiking, either for a few hours or several days.","საფეხმავლო საფარი (რომელსაც ასევე „ბუჩქის გასეირნებას“, „საფეხმავლო საფარს“ ან „ფეხით“ წასვლას უწოდებენ) მოიცავს რამდენიმე საათიან ან რამდენიმე დღიან ლაშქრობას.","სავაჭრო safari (მაგალითად აღნიშნა, რომ ""სავარაუდოდ სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო სავაჭრო."
812,The Paralympics will take place from 24 August to 5 September 2021. Some events will be held in other locations throughout Japan.,"2021 წლის 24 აგვისტოდან 5 სექტემბრამდე პარაოლიმპიური თამაშები ჩატარდება, ხოლო იაპონიის სხვადასხვა ადგილებში რამდენიმე ღონისძიება გაიმართება.",24 აგვისტოდან 5 სექტემბერს გაიმართება Paralympic Games. ზოგიერთი ღონისძიებები გაიმართება სხვა ადგილმდებარეობებში ჩინეთში.
813,"Tokyo will be the only Asian city to have hosted two summer Olympics, having hosted the games in 1964.","ტოკიო იქნება აზიის ერთადერთი ქალაქი, რომელსაც ორი ზაფხულის ოლიმპიადა აქვს ჩატარებული, რადგან 1964 წელს ჩატარებულ პირველ თამაშებს მან უმასპინძლა.","Tokio იქნება ერთ-ერთი აზიური ქალაქი, რომელიც ორი სამწუხაროდ გამარჯვებულა, ხოლო 1964 წელს გამარჯვებულა სამწუხაროდ გამარჯვებულები."
814,"If you booked your flights and accommodation for 2020 before the postponement was announced, you may have a tricky situation.","თუ თქვენი ფრენები და საცხოვრებელი ადგილი 2020 წლისთვის დაჯავშნეთ მათ გადადებამდე, შესაძლოა რთულ მდგომარეობაში ჩავარდეთ.","თუ თქვენ გაგზავნა თქვენი ფრენის და საცხოვრებელი 2020 წელს, სანამ განთავსების განთავსების გამო, თქვენ შეიძლება იყოს რთული მდგომარეობა."
815,"Cancellation policies vary, but as of late March most coronavirus-based cancellation policies don't extend to July 2020, when the Olympics had been scheduled.","დაწესებული შეზღუდვები სხვადასხვა შემთხვევაში სხვადასხვაა, თუმცა მარტის თვის ბოლო ცნობებით კორონავირუსის გამო დაწესებული შეზღუდვების უმეტესობა აღარ გაგრძელდება 2020 წლის ივლისამდე, რა დროისთვისაც დაიგეგმა ოლიმპიადა.","განთავსების პოლიტიკა განსხვავდება, მაგრამ მაისის ბოლოს, ყველაზე coronavirus დაფუძნებული განთავსების პოლიტიკა არ გაგრძელდება 2020 წლის ივნისს, როდესაც ოლიმპიური თამაშები განთავსებული იყო."
816,"It's expected that most event tickets will cost between ¥2,500 and ¥130,000, with typical tickets costing around ¥7,000.","სავარაუდოდ, ღონისძიებაზე დასასწრები ბილეთების ფასის უმეტესობა 2500 და 130000 იენს შორის იმერყევებს, სტანდარტული ბილეთების ფასი კი 7000 იენის ფარგლებში იქნება.","ეს არის მოსალოდნელი, რომ ყველაზე მოსალოდნელი ბილეთები ღირს ¥ 2,500 და ¥ 130,000, ტიპიური ბილეთები ღირს გარშემო ¥ 7,000."
817,"Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room.","ნესტიანი ტანსაცმლის დაუთოება ეხმარება მათ გაშრომაში. ბევრ სასტუმროს აქვს უთო და დროებითი ხმარებისთვის გასაცემი საუთაო დაფა, თუ ის ოთახში არ არის.","Ironing მშრალი ტანსაცმელი შეიძლება დაეხმაროს მათ მშრალი. ბევრი სასტუმროები აქვს რკინის და რკინის პორტალი ხელმისაწვდომია დატვირთვა, მიუხედავად იმისა, რომ ერთი არ არსებობს ოთახში."
818,"If an iron isn't available, or if you don't fancy wearing ironed socks, then you can try using a hairdryer, if available.","უთო თუ გაქვთ, ან დაუთოებული წინდების ჩაცმა თუ არ მოგწონთ, ასეთ შემთხვევაში, შესაძლებლობის შემთხვევაში, შეგიძლიათ თმის ფენის გამოყენება სცადოთ.","თუ რკინიგზო არ არის ხელმისაწვდომი, ან თუ თქვენ არ გაქვთ ფანსიის გამოყენებით რკინიგზო Socks, მაშინ შეგიძლიათ გამოიყენოთ hair dryer, თუ ხელმისაწვდომია."
819,"Be careful not to allow fabric to become too hot (which can cause shrinkage, or in extreme cases, scorch).","გამოიჩინეთ სიფრთხილე, რათა ქსოვილი ძალიან არ გაცხელდეს (რამაც შეიძლება შეკუმშვა ან უკიდურეს შემთხვევაში, ატრუსვა გამოიწვიოს).","ყურადღება არ გაძლევთ ტანსაცმელი გახდეს ძალიან ცხელი (რომელიც შეიძლება გამოიწვიოს შეზღუდვა, ან უმაღლესი შემთხვევაში, scorch)."
820,"There are different ways of purifying water, some more effective against specific threats.","წყლის გასუფთავების რამდენიმე გზა არსებობს, რომელთა შორის ზოგი მათგანი კონკრეტული საფრთხეების წინაშე უფრო ეფექტურია.","არსებობს სხვადასხვა გზა სუფთა წყალი, ზოგიერთი უფრო ეფექტური კონკრეტულ საფრთხეებს."
821,"In some areas boiling water for a minute is enough, in others several minutes are needed.","ზოგ ადგილას წყლის დუღილი ერთი წუთით საკმარისია, ზოგან კი რამდენიმე წუთია საჭირო.","ზოგიერთი სფეროში ერთი წუთის განმავლობაში საკმარისია, ზოგიერთი სფეროში რამდენიმე წუთის განმავლობაში საჭიროა."
822,"Filters vary in effectiveness, and should you have a concern, then you should consider buying your water in a sealed bottle from a reputable company.","ფილტრები ერთმანეთისგან ეფექტურობით განსხვავდება და თუ რაიმე არ მოგწონთ, მაშინ კარგი რეპუტაციის მქონე კომპანიის დალუქული ბოთლში შეიძინეთ წყალი.","Filters განსხვავდება ეფექტურობის, და თუ თქვენ გაქვთ შეზღუდვა, მაშინ თქვენ უნდა ვნახოთ ყიდვა თქვენი წყალი შეზღუდული ბოთლი რეპუტატური კომპანია."
823,Travellers may encounter animal pests that they are not familiar with in their home regions.,"მოგზაურები შეიძლება ცხოველების ისეთ მავნებლებს გადააწყდნენ, რომელთა შესახებაც არ იცოდნენ მათ მშობლიურ რეგიონებში.","მოგზაურობა შეუძლია იპოვოს ცხოველებს, რომლებიც მათი სახლში არ იცოდნენ."
824,"Pests can spoil food, cause irritation, or in a worse case cause allergic reactions, spread venom, or transmit infections.","მავნებლებს შეუძლიათ გააფუჭონ საკვები, გამოიწვიონ გაღიზიანება ან, უარეს შემთხვევაში, ალერგიული რეაქციები, გაავრცელონ შხამი ან გადასცენ სხვას ინფექციები.","Pests შეგიძლიათ გატვირთოთ საკვები, გამოიწვიოს irritation, ან უკეთესი შემთხვევაში გამოიწვიოს ალერგიული რეაქციები, გატვირთვა venom, ან გადაცემის ინფექციები."
825,"Infectious diseases themselves, or dangerous animals that can injure or kill people by force, do not usually qualify as pests.","იმ ინფექციურ დაავადებებს ან საშიშ ცხოველებს, რომლებსაც შეუძლია ძალის გამოყენებით ზიანის მიყენება ან ადამიანის მოკვლა, როგორც წესი, მავნებლებად არ მიიჩნევენ.","Infectious diseases themselves, ან საფრთხო ცხოველები, რომლებიც შეუძლია იღებოს ან იღებოს ხალხს ძალაში, ზოგადად არ აღიარებენ, როგორც ნარკოტიკები."
826,Duty free shopping is the opportunity to buy goods exempted from taxes and excises at certain locations.,"ბაჟისგან თავისუფალი ვაჭრობა არის კონკრეტულ ადგილებში ისეთი საქონლის შეძენის შესაძლებლობა, რომელიც გათავისუფლებულია გადასახადებისგან და სააქციზო ბაჟისგან.","Duty უფასო სავაჭრო შესაძლებლობა ყიდვა პროდუქცია, რომელიც შეიცავს საფასური და გამოხატვის გარკვეული ადგილებში."
827,"Travellers bound for countries with heavy taxation can sometimes save a considerable amount of money, especially on products such as alcoholic beverages and tobacco.","მოგზაურებს, ვისაც დაგეგმილი აქვს ისეთი ქვეყნების მონახულება, სადაც მაღალი საგადასახადო ვალდებულებებია დაწესებული, ზოგჯერ განსაკუთრებით კი ისეთი პროდუქტების შემთხვევაში, როგორებიცაა ალკოჰოლური სასმელები და თამბაქოს ნაწარმი, შეუძლიათ თანხის მნიშვნელოვანი ნაწილი დაზოგონ.","მოგზაურობები, რომლებიც მძიმე გადასახადების ქვეყნებში, ზოგჯერ შეუძლია გადარჩენის მნიშვნელოვანი რაოდენობა ფული, განსაკუთრებით პროდუქციაზე, როგორიცაა ალკოჰოლური სასმელი და ტანსაცმელი."
828,"The stretch between Point Marion and Fairmont presents the most challenging driving conditions on the Buffalo-Pittsburgh Highway, passing frequently through isolated backwoods terrain.",ფოინთ მარიონსა და ფერმონტს შორის არსებულ მონაკვეთზე ტარებისთვის ყველაზე რთული პირობებია ბუფალო-პიტსბურგის გზატკეცილზე. ის ხშირად იზოლირებული უღრანი ტყეებით დაფარულ რელიეფზე გადის.,"Point Marion და Fairmont-ის შორის მოდული წარმოადგენს ყველაზე ძვირადღირებული მობილური პირობები Buffalo-Pittsburgh Highway, ხშირად წასვლა გაზაფხულული backwoods სფეროში."
829,"If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.","თუ არ ხართ მიჩვეული სოფლის გზებზე მანქანის ტარებას, აკონტროლეთ თავი: ციცაბო დაღმართები, ვიწრო ბილიკები და მკვეთრი მოსახვევები საკმაოდ უხვადაა.","თუ თქვენ არ ხართ ჩვეულებრივ ქალაქის ქუჩებში, შენარჩუნეთ თქვენი ცოდნა თქვენთვის: მძიმე დონეები, მძიმე გზები, და მძიმე კურსი მოიცავს."
830,Posted speed limits are noticeably lower than in previous and subsequent sections — commonly 35-40 mph (56-64 km/h) — and strict obedience to them is even more important than otherwise.,გამოქვეყნებული სიჩქარის შეზღუდვები წინა და მომდევნო მონაკვეთებთან შედარებით დაბალია — ზოგადად 35-40 მილი/სთ (56-64 კმ/ სთ) — და მათი მკაცრი დაცვა კიდევ უფრო სავალდებულოა.,"გამოქვეყნებული სიჩქარის შეზღუდვები მნიშვნელოვანია დაბალი, ვიდრე წინა და შემდგომი ნაწილები - ზოგადად 35-40 მლნ / საათი (56-64 კმ / საათი) - და მკაცრი შეზღუდვა მათ კიდევ უფრო მნიშვნელოვანია, ვიდრე სხვა."
831,"Curiously, though, mobile phone service is much stronger here than along many other stretches of the route, e.g. the Pennsylvania Wilds.","უცნაურია, მაგრამ მარშრუტის სხვა მონაკვეთებისგან განსხვავებით, მაგალითად პენსილვანიის ნაკრძალში, მობილური ტელეფონის კავშირი აქ ბევრად უკეთესია.","საინტერესოა, თუმცა, მობილური ტელეფონი მომსახურება ძალიან ძლიერი აქ, ვიდრე ბევრი სხვა ფართომასშტაბების გზაზე, მაგალითად, Pennsylvania Wilds."
832,"German pastries are quite good, and in Bavaria, are quite rich and varied, similar to those of their southern neighbor, Austria.","გერმანული საკონდიტრო ნაწარმი საკმაოდ კარგია, ხოლო ბავარიაში, ისევე როგორც მათ სამხრეთ სამეზობლოში ავსტრიაში, იგი საკმაოდ მრავალფეროვანი და განსხვავებულია.","გერმანიის პასტები საკმაოდ კარგია, და ბატარაში, საკმაოდ ძლიერი და მრავალფეროვანი, მსგავსი მათი სამხრეთ მეშვეობით, ავტომატურად."
833,"Fruit pastries are common, with apples cooked into pastries year round, and cherries and plums making their appearances during the summer.","ხილის ნამცხვრები ძალზედ პოპულარულია. ვაშლის ორცხობილებს მთელი წლის მანძილზე აცხობენ, ხოლო ალუბლის და ქლიავის შიგთავსი ზაფხულის პერიოდში ემატება.","Fruits pastries are common, with apples cooked into pastries წელიწადში, და cherries და plums make their appearance during summer."
834,"Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee.","გერმანული ცომეულის უმეტესობა შეიცავს ნუშს, თხილს და კაკლის სხვა სახეობას. მათი პოპულარული ტორტები კი განსაკუთრებით ძლიერ ყავას უხდება.","ბევრი გერმანიის baked goods ასევე მოიცავს almonds, hazelnuts, და სხვა ხილის ნარკოტიკები. პოპულარული კაბები ხშირად შეუერთდება განსაკუთრებით კარგად კაბა ძლიერი ყავის."
835,"If you want some small though rich pastries, try what depending on region are called Berliner, Pfannkuchen or Krapfen.","პატარა. თუმცა უგემრიელესი საკონდიტრო ნაწარმის დაგემოვნების სურვილის შემთხვევაში, მიირთვით ბერლინერი, პფანკუჰენი ან კრაპფენი, როგორც მას რეგიონის მიხედვით ეძახიან.","თუ გსურთ რამდენიმე პატარა, მაგრამ ძლიერი pastries, სცადეთ, რაც დამოკიდებულია რეგიონში ეწოდება Berliner, Pfannkuchen ან Krapfen."
836,"A curry is a dish based on herbs and spices, together with either meat or vegetables.","კარი არის მწვანილებით და სანელებლებით შეზავებული კერძი, რომელიც მზადდება ხორცთან ან ბოსტნეულთან ერთად.","Curry არის სარეცხი, რომელიც ეფუძნება ბურთები და სარეცხი, ერთად ან თაობის ან ბურთები."
837,"A curry can be either ""dry"" or ""wet"" depending on the amount of liquid.",სითხის ოდენობიდან გამომდინარე კარრი შეიძლება იყოს „მშრალი“ ან „თხელი“.,"Curry შეიძლება იყოს ან ""კვირა"" ან ""კვირა"" დამოკიდებულია ფართო რაოდენობის."
838,"In inland regions of Northern India and Pakistan, yogurt is commonly used in curries; in Southern India and some other coastal regions of the subcontinent, coconut milk is commonly used.","მაწონს ხშირად იყენებენ კარის კერძში ჩრდილოეთ ინდოეთისა და პაკისტანის შიდა რეგიონებში, ხოლო ქოქოსის რძე ხშირად გამოიყენება სამხრეთ ინდოეთსა და სუბკონტინენტის ზოგიერთ სხვა ზღვისპირა რეგიონში.","ჩრდილოეთ ინდუსტრიაში და პაკეტში იგორტი ხშირად გამოიყენება curries; ჩრდილოეთ ინდუსტრიაში და ზოგიერთი სხვა სამხრეთ კუნთების რეგიონებში, ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ ინდუსტრიაში ჩრდილოეთ."
839,"With 17,000 islands to choose from, Indonesian food is an umbrella term covering a vast variety of regional cuisines found across the nation.","„ინდონეზიური საკვები“ წარმოადგენს ქოლგა ტერმინს იმ საკვებისთვის, რომელიც 17,000 კუნძულზე მზადდება და რომელიც მთელი ქვეყანის მრავალფეროვან რეგიონალურ სამზარეულოს აერთიანებს.","17,000 კუნძულები აირჩიოთ, ინდუსტრიის საკვები არის ხმაური თარიღი, რომელიც მოიცავს უამრავი სხვადასხვა რეგიონული სამზარეულო, რომელიც იპოვა მთელ ქვეყანაში."
840,"But, if used without further qualifiers, the term tends to mean the food originally from the central and eastern parts of the main island Java.","მაგრამ, დამატებითი დაზუსტებების გარეშე, ეს ტერმინი აღნიშნავს მთავარი კუნძული იავას ცენტრალური და აღმოსავლური ნაწილებიდან წარმოშობილ საკვებს.","მაგრამ, თუ გამოიყენება დამატებითი კვალიფიკატების გარეშე, термин სავარაუდოდ იმას ნიშნავს, რომ კვება პირველად ძირითადი და სამხრეთ კუნძულზე Java-ის ცენტრალური და აღმოსავლეთის ნაწილები."
841,"Now widely available throughout the archipelago, Javanese cuisine features an array of simply seasoned dishes, the predominant flavorings the Javanese favor being peanuts, chillies, sugar (especially Javanese coconut sugar) and various aromatic spices.","მთელ არქიპელაგზე გავრცელებული იავური სამზარეულო მოიცავს სუნელებით გაჯერებული კერძების ნაირსახეობას, სადაც იავის მცხოვრებლებისთვის დომინანტი გემო მიწის თხილი, ჩილი, შაქარი (განსაკუთრებით კი იავური ქოქოსის შაქარი) და სხვადასხვა არომატული სანელებელია.","ახლა ფართომასშტაბით ხელმისაწვდომია მთელ არქიტექტურაში, იაპონური სამზარეულო აჩვენებს მარტივი ტემპერატურა, ძირითადი ტემპერატურა იაპონური უპირატესობა არის peanuts, chillies, შაქარი (როგორც იაპონური კოსტური შაქარი) და სხვადასხვა aromatic spices."
842,Stirrups are supports for the rider's feet that hang down on either side of the saddle.,უნაგირის ორივე მხარეს გადმოკიდებული მხედრის ფეხებს იჭერს უზანგი.,"Stirrups არის მხარდაჭერა rider's ფეხები, რომელიც შეჩერდება ნებისმიერ მხარეს saddle."
843,They provide greater stability for the rider but can have safety concerns due to the potential for a rider's feet to get stuck in them.,"ისინი უფრო მეტ საიმედოობას სთავაზობენ მხედრებს, მაგრამ არსებობს უსაფრთხოების რისკი, რომ შეიძლება მათში მხედარს ფეხები გაეჭედოს.","ისინი უზრუნველყოფს უფრო მაღალი სტაბილურობა rider, მაგრამ შეიძლება ჰქონდეს უსაფრთხოების შეზღუდვები, რადგან potency rider's feet to get stuck in them."
844,"If a rider is thrown from a horse but has a foot caught in the stirrup, they could be dragged if the horse runs away. To minimize this risk, a number of safety precautions can be taken.","იმ შემთხვევაში, თუ ცხენი გადააგდებს მხედარს ისე, რომ მისი ფეხი გაჭედილი დარჩება უზანგში, ცხენის გაქცევის შემთხვევაში მან შეიძლება მხედარი ათრიოს. ამ რისკის მინიმუმამდე დასაყვანად, რიგი უსაფრთხოების წინასწარი ზომების მიღება შეიძლება.","თუ რკინიგზორი იღებს ცხოველს, მაგრამ ფეხსაცმელი იღებს stirrup, ისინი შეიძლება იღებოდეს, თუ ცხოველს იღებს. ამ რისკს შეინახოთ, შეგიძლიათ მიიღოთ ზოგიერთი უსაფრთხოების შეზღუდვა."
845,"First, most riders wear riding boots with a heel and a smooth, quite narrow, sole.","უპირველეს ყოვლისა, მხედრების უმეტესობას ცხენოსნობისთვის განკუთვნილი ჩექმები აცვია ქუსლით და გლუვი, საკმაოდ ვიწრო, ძირით.","პირველად, უმრავლესობა მძღოლები გამოიყენება იძღოლების ფეხსაცმელი და მობილური, საკმაოდ სუფთა, მხოლოდ."
846,"Next, some saddles, particularly English saddles, have safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider.","გარდა ამისა, ზოგიერთ უნაგირს, განსაკუთრებით ინგლისურს, აქვს უსაფრთხოების ლაგამი, რომლის საშუალებითაც ტყავის უზანგი უნაგირიდან გადმოვარდება, თუ მხედარი ცხენიდან ჩამოვარდნისას მას უკან მოქაჩავს.","შემდეგი, ზოგიერთი saddles, განსაკუთრებით ინგლისური saddles, აქვს უსაფრთხოების ბარი, რომელიც საშუალებას გაძლევთ გატეხი კანის გატეხოს saddle თუ გატეხი უკან falling rider."
847,"Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.","კოჩამოს ხეობა — კლდეზე ცოცვის მთავარი ადგილი ჩილეში, რომელიც ცნობილია როგორც სამხრეთ ამერიკის იოსემიტი, გრანიტის დიდი კედლებისა და კლდეების მრავალფეროვნებით.","Cochamó Valley - Chili's premier climbing destination, რომელიც ცნობილია როგორც Yosemite of South America, სხვადასხვა granite დიდი კედლები და კრაგები."
848,Summits include breath-taking views from peaks. Climbers from all parts of the world are continually establishing new routes amongst its endless potential of walls.,"მწვერვალების უმაღლესი წერტილებიდან განსაცვიფრებელი ხედები იშლება. კედლების უსაზღვრო პოტენციალიდან გამომდინარე, მსოფლიოს ყველა კუთხის ალპინისტი მუდმივად ადგენს ახალ მარშრუტებს.",Summits მოიცავს სინამდვილეში სინამდვილეში ვიზიტი. მსოფლიოს ყველა ნაწილს სინამდვილეში მუდმივად შექმნათ ახალი გზები შორის მისი უამრავი პოტენციალი კედლები.
