score,item_id,createdBy_id,sourceText,targetText,targetID,referenceText
82,286,35,"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.","იაპონიის ბირთვული სააგენტოს ცნობით, ქარხანაში რადიოაქტიური ცეზიუმი და იოდი იქნა აღმოჩენილი.",google_sheet,"იაპონიის ბირთვული სააგენტო იუწყება, რომ საწარმოში რადიოაქტიური ცეზიუმის და იოდის გაჟონვის შემთხვევა დაფიქსირდა."
73,287,35,"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.","იაპონიის ბირთვული სააგენტოს თანახმად, ქარხანაში გამოვლინდა რადიოაქტიური ცეზიუმი და იოდი.",kona,"იაპონიის ბირთვული სააგენტო იუწყება, რომ საწარმოში რადიოაქტიური ცეზიუმის და იოდის გაჟონვის შემთხვევა დაფიქსირდა."
14,288,35,"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.","იაპონური სატელეფონო სააგენტოს ინფორმაციით, სატელეფონო სატელეფონო სააგენტოში ნარკოტიკული კეზიის და იოდიის გამოყენებით აღიარებულია.",small100,"იაპონიის ბირთვული სააგენტო იუწყება, რომ საწარმოში რადიოაქტიური ცეზიუმის და იოდის გაჟონვის შემთხვევა დაფიქსირდა."
71,289,35,Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.,"ხელისუფლება ვარაუდობს, რომ ეს იმაზე მეტყველებს, რომ კონტეინერები, რომლებშიც ურანის საწვავი ინახებოდა ადგილზე, შესაძლოა გაფუჭდა და გაჟონა.",google_sheet,"ხელისუფლება ვარაუდობს, რომ აღნიშნული ადგილზე მდებარე ურანის საწვავით სავსე კონტეინერების გახეთქვასა და გაჟონვაზე მიუთითებს."
68,290,35,Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.,"ხელისუფლება ვარაუდობს, რომ ეს იმაზე მიუთითებს, რომ ადგილზე ურანის საწვავის შემცველი კონტეინერები შეიძლება გატყდეს და ჟონავს.",kona,"ხელისუფლება ვარაუდობს, რომ აღნიშნული ადგილზე მდებარე ურანის საწვავით სავსე კონტეინერების გახეთქვასა და გაჟონვაზე მიუთითებს."
8,291,35,Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.,"საგანმანათლებლო სამსახურის მინისტრის მოადგილე აღნიშნა, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს.",small100,"ხელისუფლება ვარაუდობს, რომ აღნიშნული ადგილზე მდებარე ურანის საწვავით სავსე კონტეინერების გახეთქვასა და გაჟონვაზე მიუთითებს."
86,292,35,Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.,ექიმმა ტონი მოლმა აღმოაჩინა უკიდურესად რეზისტენტული ტუბერკულოზი (XDR-TB) სამხრეთ აფრიკის რეგიონში კვაზულუ-ნატალში.,google_sheet,"სამხრეთ აფრიკის რაიონში, კვაზულუ-ნატალში, დოქტორ ტონი მოლმა აღმოაჩინა წამლის მიმართ მნიშვნელოვანი რეზისტენტულობით გამორჩეული ტუბერკულოზის ერთ-ერთი ფორმა (XDR-TB)."
83,293,35,Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.,დოქტორმა ტონი მოლმა აღმოაჩინა უკიდურესად წამლებისადმი რეზისტენტული ტუბერკულოზი (XDR-TB) სამხრეთ აფრიკის კვაზულუ-ნატალის რეგიონში.,kona,"სამხრეთ აფრიკის რაიონში, კვაზულუ-ნატალში, დოქტორ ტონი მოლმა აღმოაჩინა წამლის მიმართ მნიშვნელოვანი რეზისტენტულობით გამორჩეული ტუბერკულოზის ერთ-ერთი ფორმა (XDR-TB)."
15,294,35,Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.,Dr. Tony Moll აღმოაჩინეს Extremely Drug Resistant Tuberculosis (XDR-TB) სამხრეთ აფრიკაში KwaZulu-Natal რეგიონში.,small100,"სამხრეთ აფრიკის რაიონში, კვაზულუ-ნატალში, დოქტორ ტონი მოლმა აღმოაჩინა წამლის მიმართ მნიშვნელოვანი რეზისტენტულობით გამორჩეული ტუბერკულოზის ერთ-ერთი ფორმა (XDR-TB)."
76,295,35,"In an interview, he said the new variant was ""very highly troubling and alarming because of the very high fatality rate.""","ინტერვიუში მან თქვა, რომ ახალი ვარიანტი იყო ""ძალიან შემაშფოთებელი და საგანგაშო ფატალურობის ძალიან მაღალი მაჩვენებლის გამო"".",google_sheet,"„ძალზედ შემაშფოთებელი და საგანგაშოა მისი სიკვდილიანობის მაღალი მაჩვენებლის გამო“, განაცხადა მან ახალ შტამთან დაკავშირებით თავის ინტერვიუში."
66,296,35,"In an interview, he said the new variant was ""very highly troubling and alarming because of the very high fatality rate.""","ინტერვიუში მან თქვა, რომ ახალი ვარიანტი იყო ""ძალიან მაღალი შეშფოთებისა და საგანგაშო, რადგან ძალიან მაღალი სიკვდილიანობის მაჩვენებლის გამო.""",kona,"„ძალზედ შემაშფოთებელი და საგანგაშოა მისი სიკვდილიანობის მაღალი მაჩვენებლის გამო“, განაცხადა მან ახალ შტამთან დაკავშირებით თავის ინტერვიუში."
24,297,35,"In an interview, he said the new variant was ""very highly troubling and alarming because of the very high fatality rate.""","ინტელექტორში, მან განაცხადა, რომ ახალი ვარიანტი იყო ""თუ ძალიან ძვირადღირებული და საფრთხე, რადგან ძალიან მაღალი სიკვდილის ხარისხი"".",small100,"„ძალზედ შემაშფოთებელი და საგანგაშოა მისი სიკვდილიანობის მაღალი მაჩვენებლის გამო“, განაცხადა მან ახალ შტამთან დაკავშირებით თავის ინტერვიუში."
86,298,35,"Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers.","ზოგიერთ პაციენტს, შესაძლოა, ეს დაავადება საავადმყოფოში დაემართა, ფიქრობს დოქტორი მოლი, და სულ მცირე, ორი იყო საავადმყოფოს ჯანდაცვის მუშაკი.",google_sheet,"ზოგიერთი პაციენტი, დოქტორ მოლის მოსაზრებით, ინფექციური დაავადებით საავადმყოფოში დაინფიცირდა და მინიმუმ ორი მათგანი საავადმყოფოს თანამშრომელია."
94,299,35,"Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers.","ზოგიერთ პაციენტს, სავარაუდოდ, ბაქტერია საავადმყოფოში შეეყარა, ფიქრობს დოქტორი მოლი, და სულ მცირე ორი მათგანი იყო საავადმყოფოს თანამშრომელი.",kona,"ზოგიერთი პაციენტი, დოქტორ მოლის მოსაზრებით, ინფექციური დაავადებით საავადმყოფოში დაინფიცირდა და მინიმუმ ორი მათგანი საავადმყოფოს თანამშრომელია."
24,300,35,"Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers.","ზოგიერთი პაციენტები შეიძლება გაუმჯობესეს bug საავადმყოფოში, Dr. Moll ვფიქრობ, და მინიმუმ ორი იყო საავადმყოფო ჯანმრთელობის სამუშაოები.",small100,"ზოგიერთი პაციენტი, დოქტორ მოლის მოსაზრებით, ინფექციური დაავადებით საავადმყოფოში დაინფიცირდა და მინიმუმ ორი მათგანი საავადმყოფოს თანამშრომელია."
84,301,36,"In one year's time, an infected person may infect 10 to 15 close contacts.","ერთი წლის განმავლობაში, ინფიცირებულმა შეიძლება დააინფიციროს 10-დან 15-მდე ახლო კონტაქტი.",google_sheet,"დაინფიცირებულმა ადამიანმა შეიძლება წელიწადში 10-15 ისეთი ადამიანი დააინფიციროს, რომელთანაც ახლო კონტაქტი ჰქონდა."
87,302,36,"In one year's time, an infected person may infect 10 to 15 close contacts.","ერთი წლის განმავლობაში, ინფიცირებულმა პირმა შეიძლება დააინფიციროს 10-დან 15-მდე ახლო კონტაქტი.",kona,"დაინფიცირებულმა ადამიანმა შეიძლება წელიწადში 10-15 ისეთი ადამიანი დააინფიციროს, რომელთანაც ახლო კონტაქტი ჰქონდა."
11,303,36,"In one year's time, an infected person may infect 10 to 15 close contacts.","1 წლის განმავლობაში, ინფექციური ადამიანი შეუძლია ინფექციური 10-15 ახლოს კონტაქტები.",small100,"დაინფიცირებულმა ადამიანმა შეიძლება წელიწადში 10-15 ისეთი ადამიანი დააინფიციროს, რომელთანაც ახლო კონტაქტი ჰქონდა."
81,401,1,"Negotiators tried to rectify the situation, but the prisoners' demands are not clear.","მოლაპარაკებლები ცდილობდნენ სიტუაციის გამოსწორებას, მაგრამ პატიმრების მოთხოვნები გაუგებარია.",kona,"შუამავლები ეცადნენ, რომ არსებული სიტუაცია გამოესწორებინათ, თუმცა პატიმართა მოთხოვნები გასაგები არ იყო."
30,402,1,"Negotiators tried to rectify the situation, but the prisoners' demands are not clear.","საარჩევნო კომისიის თავმჯდომარე აცხადებს, რომ მოსალოდნელი არ არის, მაგრამ მოსალოდნელი არ არის.",small100,"შუამავლები ეცადნენ, რომ არსებული სიტუაცია გამოესწორებინათ, თუმცა პატიმართა მოთხოვნები გასაგები არ იყო."
0,403,1,"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.",MDT 22:00-დან 23:00 საათამდე ხანძარი პატიმრების მიერ ეზოში გაჩნდა.,google_sheet,მთის დღის სინათლის დროით დილის 10:00-11:00 საათებს შორის პატიმრებმა ეზოში ხანძარი გააჩინეს.
99,404,1,"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.","10:00-დან 11:00 საათამდე MDT-ზე, პატიმრებმა ეზოში ხანძარი გააჩინეს.",kona,მთის დღის სინათლის დროით დილის 10:00-11:00 საათებს შორის პატიმრებმა ეზოში ხანძარი გააჩინეს.
25,405,1,"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.","10:00-11:00 საათის განმავლობაში, ბაღში მკვლელობები დაიწყეს ცეცხლი.",small100,მთის დღის სინათლის დროით დილის 10:00-11:00 საათებს შორის პატიმრებმა ეზოში ხანძარი გააჩინეს.
80,406,1,"Soon, officers equipped with riot gear entered the yard and cornered the inmates with tear gas.",მალე ეზოში სპეცტექნიკით აღჭურვილი ოფიცრები შევიდნენ და პატიმრები ცრემლსადენი გაზით დააკავეს.,google_sheet,მალე ეზოში დემონსტრაციების დასაშლელი აღჭურვილობით რაზმი შემოვიდა და პატიმრები ცრემლსადენი გაზის გამოყენებით კუთხეში მიიმწყვდიეს.
87,407,1,"Soon, officers equipped with riot gear entered the yard and cornered the inmates with tear gas.","მალე, ოფიცრები, რომლებიც აღჭურვილი იყვნენ საბრძოლო აღჭურვილობით, შევიდნენ ეზოში და ალყა შემოარტყეს პატიმრებს ცრემლსადენი გაზით.",kona,მალე ეზოში დემონსტრაციების დასაშლელი აღჭურვილობით რაზმი შემოვიდა და პატიმრები ცრემლსადენი გაზის გამოყენებით კუთხეში მიიმწყვდიეს.
0,408,1,"Soon, officers equipped with riot gear entered the yard and cornered the inmates with tear gas.","ცოტა ხნის წინ, მსახიობი, რომელიც მოიცავს Riot Gear-ს, შევიდა ბაღში და შეინარჩუნებული მსახიობები ყვავილების გაზაფხულზე.",small100,მალე ეზოში დემონსტრაციების დასაშლელი აღჭურვილობით რაზმი შემოვიდა და პატიმრები ცრემლსადენი გაზის გამოყენებით კუთხეში მიიმწყვდიეს.
100,409,1,Fire rescue crews eventually doused the fire by 11:35 pm.,სახანძრო-სამაშველო ეკიპაჟებმა ხანძარი საბოლოოდ 23:35 საათისთვის ჩააქრეს.,google_sheet,საღამოს 11:35-ზე საბოლოოდ ჩააქრო ცეცხლი სახანძრო სამაშველო ჯგუფმა.
100,410,1,Fire rescue crews eventually doused the fire by 11:35 pm.,"საბოლოოდ, მეხანძრე-მაშველებმა ცეცხლი 23:35 საათზე ჩააქრეს.",kona,საღამოს 11:35-ზე საბოლოოდ ჩააქრო ცეცხლი სახანძრო სამაშველო ჯგუფმა.
0,411,1,Fire rescue crews eventually doused the fire by 11:35 pm.,"საგანმანათლებლო სამსახურის მინისტრის თავმჯდომარე ირაკლი კობახიძე აცხადებს, რომ საგანმანათლებლო სამსახურის მინისტრის თავმჯდომარე ირაკლი კობახიძე აცხადებს, რომ საგანმანათლებლო სამსახურის მინისტრის თავმჯდომარე ირაკლი კობახიძე აცხადებს, რომ საგანმანათლებლო სამსახურის მინისტრის თავმჯდომარე ირაკლი კობახიძე ირაკლი კობახიძე ირაკლი კობახიძე ირაკლი კობახიძე ირაკლი კობახიძე ირაკლი კობახიძე ირაკლი კობახიძე ირაკლი კობახიძე ირაკლი კობახიძე ირაკლი კობახიძე ირაკლი კობახიძე",small100,საღამოს 11:35-ზე საბოლოოდ ჩააქრო ცეცხლი სახანძრო სამაშველო ჯგუფმა.
93,412,1,"After the dam was built in 1963, the seasonal floods that would spread sediment throughout the river were halted.","1963 წელს კაშხლის აშენების შემდეგ შეჩერდა სეზონური წყალდიდობები, რომლებიც ნალექს ავრცელებდნენ მთელ მდინარეში.",google_sheet,"მას შემდეგ, რაც 1963 წელს კაშხალი აშენდა, შეწყდა სეზონური წყალდიდობები, რომლებიც მდინარის გასწვრივ ნალექს ავრცელებდა."
83,413,1,"After the dam was built in 1963, the seasonal floods that would spread sediment throughout the river were halted.","1963 წელს კაშხლის აშენების შემდეგ, სეზონური წყალდიდობები, რომლებიც მთელ მდინარეზე შლამს ავრცელებდნენ, შეწყდა.",kona,"მას შემდეგ, რაც 1963 წელს კაშხალი აშენდა, შეწყდა სეზონური წყალდიდობები, რომლებიც მდინარის გასწვრივ ნალექს ავრცელებდა."
18,414,1,"After the dam was built in 1963, the seasonal floods that would spread sediment throughout the river were halted.","მას შემდეგ, რაც ამჟამად აშენდა 1963 წელს, ამჟამად გაჩერდა სეზონური გატვირთვა, რომელიც გატვირთვა სეზონიდან მთელ რევოლუციაში.",small100,"მას შემდეგ, რაც 1963 წელს კაშხალი აშენდა, შეწყდა სეზონური წყალდიდობები, რომლებიც მდინარის გასწვრივ ნალექს ავრცელებდა."
87,415,1,"This sediment was necessary for creating sandbars and beaches, which served as wildlife habitats.","ეს ნალექი აუცილებელი იყო ქვიშის ზოლებისა და პლაჟების შესაქმნელად, რომლებიც ველური ბუნების ჰაბიტატად ემსახურებოდნენ.",google_sheet,ველური ბუნების ჰაბიტატისთვის შესაფერისი ქვიშნარისა და პლაჟების შესაქმნელად ეს ნალექი იყო აუცილებელი.
91,416,1,"This sediment was necessary for creating sandbars and beaches, which served as wildlife habitats.","ეს ნალექი აუცილებელი იყო ქვიშის ზოლებისა და პლაჟების შესაქმნელად, რომლებიც ემსახურებოდა ველური ბუნების ჰაბიტატებს.",kona,ველური ბუნების ჰაბიტატისთვის შესაფერისი ქვიშნარისა და პლაჟების შესაქმნელად ეს ნალექი იყო აუცილებელი.
47,417,1,"This sediment was necessary for creating sandbars and beaches, which served as wildlife habitats.","ეს sediment საჭირო იყო sandbars და beaches შექმნას, რომელიც დასაქმდა wildlife მცხოვრებლები.",small100,ველური ბუნების ჰაბიტატისთვის შესაფერისი ქვიშნარისა და პლაჟების შესაქმნელად ეს ნალექი იყო აუცილებელი.
77,418,1,"As a result, two fish species have become extinct, and two others have become endangered, including the humpback chub.","შედეგად, თევზის ორი სახეობა გადაშენდა, ხოლო ორი სხვა სახეობა გადაშენების საფრთხის წინაშე აღმოჩნდა, მათ შორის კეხი.",google_sheet,"შედეგად გადაშენდა თევზის ორი სახეობა, კიდევ ორი კი გადაშენების პირასაა მისული, მათ შორის კუზიანი ქაშაპი."
83,419,1,"As a result, two fish species have become extinct, and two others have become endangered, including the humpback chub.","შედეგად, ორი თევზის სახეობა გადაშენდა, ხოლო ორი სხვა სახეობა საფრთხის ქვეშ აღმოჩნდა, მათ შორის კუზიანი კობრი.",kona,"შედეგად გადაშენდა თევზის ორი სახეობა, კიდევ ორი კი გადაშენების პირასაა მისული, მათ შორის კუზიანი ქაშაპი."
23,420,1,"As a result, two fish species have become extinct, and two others have become endangered, including the humpback chub.","შედეგად, ორი თევზის ტიპის გაიზარდა, და ორი სხვა გაიზარდა საფრთხე, მათ შორის humpback chub.",small100,"შედეგად გადაშენდა თევზის ორი სახეობა, კიდევ ორი კი გადაშენების პირასაა მისული, მათ შორის კუზიანი ქაშაპი."
86,421,1,"Although the water level will only rise a few feet after the flood, officials are hoping it will be enough to restore eroded sandbars downstream.","მიუხედავად იმისა, რომ წყალდიდობის შემდეგ წყლის დონე მხოლოდ რამდენიმე ფუტით მოიმატებს, ოფიციალური პირები იმედოვნებენ, რომ ეს საკმარისი იქნება ქვედა დინების ეროზიული ქვიშის ზოლების აღსადგენად.",google_sheet,"წყლის დონის წყალდიდობის შემდეგ მხოლოდ რამდენიმე ფუტით მომატების მიუხედავად, ხელისუფლება იმედოვნებს, რომ ეს საკმარისი იქნება გადარეცხილი ნარიყი ქვიშის კუნძულის აღსადგენად დინების ქვედა მიმართულებით."
84,422,1,"Although the water level will only rise a few feet after the flood, officials are hoping it will be enough to restore eroded sandbars downstream.","მიუხედავად იმისა, რომ წყალდიდობის შემდეგ წყლის დონე მხოლოდ რამდენიმე ფუტით აიწევს, ოფიციალური პირები იმედოვნებენ, რომ ეს საკმარისი იქნება ეროზირებული ქვიშის ზოლების აღსადგენად ქვემოთ.",kona,"წყლის დონის წყალდიდობის შემდეგ მხოლოდ რამდენიმე ფუტით მომატების მიუხედავად, ხელისუფლება იმედოვნებს, რომ ეს საკმარისი იქნება გადარეცხილი ნარიყი ქვიშის კუნძულის აღსადგენად დინების ქვედა მიმართულებით."
23,423,1,"Although the water level will only rise a few feet after the flood, officials are hoping it will be enough to restore eroded sandbars downstream.","მიუხედავად იმისა, რომ წყლის დონე იზრდება მხოლოდ რამდენიმე ფეხით შემდეგ სავარაუდოდ, ოფიციალურად იმედია, რომ ეს საკმარისი იქნება აღდგენის eroded sandbars downstream.",small100,"წყლის დონის წყალდიდობის შემდეგ მხოლოდ რამდენიმე ფუტით მომატების მიუხედავად, ხელისუფლება იმედოვნებს, რომ ეს საკმარისი იქნება გადარეცხილი ნარიყი ქვიშის კუნძულის აღსადგენად დინების ქვედა მიმართულებით."
91,424,1,"No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement.","ცუნამის გაფრთხილება არ არის გაცემული და ჯაკარტას გეოფიზიკის სააგენტოს ცნობით, ცუნამის გაფრთხილება არ გაიცემა, რადგან მიწისძვრა არ აკმაყოფილებდა 6,5 მაგნიტუდის მოთხოვნებს.",google_sheet,"ცუნამის შესახებ გაფრთხილება არ გამოსულა და როგორც ჯაკარტის გეოფიზიკის სააგენტო იტყობინება, არც გამოვა ცუნამის შესახებ გაფრთხილება, რადგან მიწისძვრა 6,5 მაგნიტუდის მოთხოვნას არ აკმაყოფილებს."
92,425,1,"No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement.","არ გამოუცხადებიათ ცუნამის გამაფრთხილებელი შეტყობინება და, როგორც ჯაკარტის გეოფიზიკის სააგენტო იუწყება, არ გამოცხადდება ცუნამის გამაფრთხილებელი შეტყობინება, რადგან მიწისძვრამ ვერ დააკმაყოფილა 6.5 მაგნიტუდის მოთხოვნა.",kona,"ცუნამის შესახებ გაფრთხილება არ გამოსულა და როგორც ჯაკარტის გეოფიზიკის სააგენტო იტყობინება, არც გამოვა ცუნამის შესახებ გაფრთხილება, რადგან მიწისძვრა 6,5 მაგნიტუდის მოთხოვნას არ აკმაყოფილებს."
38,426,1,"No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement.","არ გამოქვეყნებული tsunami შეტყობინება, და Jakarta Geophysics სააგენტოში, არ გამოქვეყნებული tsunami შეტყობინება, რადგან ცეცხლი არ შეეძლო 6.5 მოთხოვნას.",small100,"ცუნამის შესახებ გაფრთხილება არ გამოსულა და როგორც ჯაკარტის გეოფიზიკის სააგენტო იტყობინება, არც გამოვა ცუნამის შესახებ გაფრთხილება, რადგან მიწისძვრა 6,5 მაგნიტუდის მოთხოვნას არ აკმაყოფილებს."
79,427,1,"Despite there being no tsunami threat, residents started to panic and began to leave their businesses and homes.","მიუხედავად იმისა, რომ ცუნამის საფრთხე არ არსებობდა, მოსახლეობამ პანიკა დაიწყო და დაიწყო საკუთარი ბიზნესისა და სახლების დატოვება.",google_sheet,"მიუხედავად იმისა, რომ ცუნამის საშიშროება არ არსებობდა, მაცხოვრებლებმა პანიკა ატეხეს და თავისი სამსახურებისა და სახლების მიტოვება დაიწყეს."
80,428,1,"Despite there being no tsunami threat, residents started to panic and began to leave their businesses and homes.","მიუხედავად იმისა, რომ ცუნამის საფრთხე არ არსებობდა, მოსახლეობამ პანიკა დაიწყო და დაიწყო თავიანთი ბიზნესისა და სახლების დატოვება.",kona,"მიუხედავად იმისა, რომ ცუნამის საშიშროება არ არსებობდა, მაცხოვრებლებმა პანიკა ატეხეს და თავისი სამსახურებისა და სახლების მიტოვება დაიწყეს."
35,429,1,"Despite there being no tsunami threat, residents started to panic and began to leave their businesses and homes.","მიუხედავად იმისა, რომ არ არსებობს tsunami საფრთხე, მცხოვრებლები დაიწყეს ფანკას და დაიწყეს მათი ბიზნესები და სახლები.",small100,"მიუხედავად იმისა, რომ ცუნამის საშიშროება არ არსებობდა, მაცხოვრებლებმა პანიკა ატეხეს და თავისი სამსახურებისა და სახლების მიტოვება დაიწყეს."
79,430,1,"Although Winfrey was tearful in her farewell, she made it clear to her fans she will be back.","მიუხედავად იმისა, რომ უინფრი დამშვიდობებისას ცრემლიანი იყო, მან თავის თაყვანისმცემლებს განუცხადა, რომ დაბრუნდება.",google_sheet,"იმის მიუხედავად, რომ უინფრი გამომშვიდობებისას თვალცრემლიანი იყო, თავისი ფანებს ცხადად აგრძნობინა, რომ დაბრუნდებოდა."
98,431,1,"Although Winfrey was tearful in her farewell, she made it clear to her fans she will be back.","მიუხედავად იმისა, რომ ოპრა ცრემლებს ვერ იკავებდა დამშვიდობებისას, მან მკაფიოდ უთხრა თავის ფანებს, რომ ის დაბრუნდება.",kona,"იმის მიუხედავად, რომ უინფრი გამომშვიდობებისას თვალცრემლიანი იყო, თავისი ფანებს ცხადად აგრძნობინა, რომ დაბრუნდებოდა."
15,432,1,"Although Winfrey was tearful in her farewell, she made it clear to her fans she will be back.","მიუხედავად იმისა, რომ Winfrey იყო ყვავილები მისი ბედნიერება, იგი გააკეთა, რომ მისი ფანტებს, რომ ის დაბრუნდება.",small100,"იმის მიუხედავად, რომ უინფრი გამომშვიდობებისას თვალცრემლიანი იყო, თავისი ფანებს ცხადად აგრძნობინა, რომ დაბრუნდებოდა."
66,433,1,"""This is not going to be goodbye. This is the closing of one chapter and the opening of a new one.""","""ეს არ იქნება მშვიდობით. ეს არის ერთი თავის დახურვა და ახლის გახსნა.""",google_sheet,"„ეს არ არის დამშვიდობება. არამედ, ეს — ერთი თავის დასასრული და ახალი თავის დასაწყისია.“"
81,434,1,"""This is not going to be goodbye. This is the closing of one chapter and the opening of a new one.""","""ეს არ იქნება დამშვიდობება. ეს არის ერთი თავის დახურვა და ახლის გახსნა.""",kona,"„ეს არ არის დამშვიდობება. არამედ, ეს — ერთი თავის დასასრული და ახალი თავის დასაწყისია.“"
21,435,1,"""This is not going to be goodbye. This is the closing of one chapter and the opening of a new one.""","""ეს არ იქნება ბედნიერება. ეს არის ერთი ნაწილის დასაწყისში ახალი.""",small100,"„ეს არ არის დამშვიდობება. არამედ, ეს — ერთი თავის დასასრული და ახალი თავის დასაწყისია.“"
81,436,1,"Final results from Namibian presidential and parliamentary elections have indicated that the incumbent president, Hifikepunye Pohamba, has been reelected by a large margin.","ნამიბიის საპრეზიდენტო და საპარლამენტო არჩევნების საბოლოო შედეგებმა აჩვენა, რომ მოქმედი პრეზიდენტი ჰიფიკეფუნიე პოჰამბა ხელახლა იქნა არჩეული დიდი სხვაობით.",google_sheet,"საპრეზიდენტო და საპარლამენტო არჩევნების დასკვნითმა შედეგებმა აჩვენა, რომ დიდი უპირატესობით ნამიბიაში მოქმედი პრეზიდენტი ჰიფიკეპუნიე პოჰამბა იქნა არჩეული."
87,437,1,"Final results from Namibian presidential and parliamentary elections have indicated that the incumbent president, Hifikepunye Pohamba, has been reelected by a large margin.","ნამიბიის საპრეზიდენტო და საპარლამენტო არჩევნების საბოლოო შედეგები მიუთითებს, რომ მოქმედი პრეზიდენტი, ჰიფიკეპუნე პოჰამბა, დიდი უპირატესობით იქნა ხელახლა არჩეული.",kona,"საპრეზიდენტო და საპარლამენტო არჩევნების დასკვნითმა შედეგებმა აჩვენა, რომ დიდი უპირატესობით ნამიბიაში მოქმედი პრეზიდენტი ჰიფიკეპუნიე პოჰამბა იქნა არჩეული."
18,438,1,"Final results from Namibian presidential and parliamentary elections have indicated that the incumbent president, Hifikepunye Pohamba, has been reelected by a large margin.","Namibia-ის საგადასახადო და პარალელური არჩევნების ბოლო შედეგები აცხადებენ, რომ მოსალოდნელ საგადასახადო მინისტრი, ჰიფიკპონე პჰამბა, დიდი მაგიდა გამოირჩევა.",small100,"საპრეზიდენტო და საპარლამენტო არჩევნების დასკვნითმა შედეგებმა აჩვენა, რომ დიდი უპირატესობით ნამიბიაში მოქმედი პრეზიდენტი ჰიფიკეპუნიე პოჰამბა იქნა არჩეული."
