id,en,ka,ka_translated
705,"Women should realize that cultural differences may result in what they would consider harassment and it is not uncommon to be followed, grabbed by the arm, etc.","ქალებმა უნდა გააცნობიერონ რომ კულტურული განსხვავებები შეიძლება მათ მიერ მიჩნეულ იქნას გენდერულ შევიწროებად და ხშირია, რომ ვინმე ქალს აედევნოს, ჩაავლოს ხელი მკლავში და აშ.","ქალებმა უნდა გააცნობიერონ, რომ კულტურულმა განსხვავებებმა შეიძლება გამოიწვიოს ის, რასაც ისინი შევიწროებად ჩათვლიდნენ და არ არის უჩვეულო, რომ მათ მიჰყვნენ, ხელი მოჰკიდონ მკლავზე და ა.შ."
706,"Be firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).",მტკიცედ უთხარით მამაკაცებს უარი და ნუ შეგეშინდებათ თქვენს პოზიციაზე მყარად დადგომის (გამართლებად არ შეიძლება იქნას გამოყენებული კულტურული სხვაობა!).,"იყავით მტკიცე მამაკაცების უარყოფისას და ნუ შეგეშინდებათ თქვენი პოზიციის დაცვა (კულტურული განსხვავებებია თუ არა, ეს არ ამართლებს ამას!)."
707,"The modern city of Casablanca was founded by Berber fishermen in the 10th century BCE, and was used by the Phoenicians, Romans, and the Merenids as a strategic port called Anfa.","ძველი წელთაღრიცხვით მე-10 საუკუნეში კასაბლანკას თანამედროვე ქალაქი დაარსდა ბერბერელი მეთევზეების მიერ, ის გამოიყენებოდა სტრატეგიულ პორტად, რომელსაც ეწოდებოდა ანფა, ფინიკიელების, რომაელების და მერენელების მიერ.","თანამედროვე ქალაქ კასაბლანკას ბერბერმა მეთევზეებმა ძვ.წ. მე-10 საუკუნეში ჩაუყარეს საფუძველი და მას ფინიკიელები, რომაელები და მერინიდები სტრატეგიულ პორტ ანაფად იყენებდნენ."
708,"The Portuguese destroyed it and rebuilt it under the name Casa Branca, only to abandon it after an earthquake in 1755.","პორტუგალიელებმა ის მიწასთან გაასწორეს და თავიდან ააშენეს კაზა-ბრანკას სახელით, ხოლო მიატოვეს 1755 წლის მიწისძვრის შემდეგ.","პორტუგალიელებმა ის დაანგრიეს და აღადგინეს სახელით Casa Branca, მხოლოდ იმისთვის, რომ მიეტოვებინათ 1755 წლის მიწისძვრის შემდეგ."
709,The Moroccan sultan rebuilt the city as Daru l-Badya and it was given the name Casablanca by Spanish traders who established trading bases there.,მაროკოს სულთანმა ხელახლა ააშენა ქალაქი დარუ-ლ-ბადიას სახელით და მას კასაბლანკა სავაჭრო ხაზების დამაარსებელმა ესპანელმა ვაჭრებმა დაარქვეს.,"მოროკოს სულთანმა აღადგინა ქალაქი, როგორც დარუ ლ-ბადია და მას კასაბლანკა დაარქვეს ესპანელმა ვაჭრებმა, რომლებმაც იქ სავაჭრო ბაზები დააარსეს."
710,Casablanca is one of the least interesting places to shop in all of Morocco.,საყიდლებისთვის მთლიან მაროკოში კასაბლანკა ყველაზე ნაკლებად მიმზიდველი ადგილია.,კასაბლანკა არის ერთ-ერთი ყველაზე უინტერესო ადგილი საყიდლებისთვის მთელ მაროკოში.
711,"Around the old Medina it's easy to find places selling traditional Moroccan goods, such as tagines, pottery, leather goods, hookahs, and a whole spectrum of geegaws, but it's all for the tourists.","ძველი მედინას ირგვლივ მარტივია ისეთი ადგილების პოვნა, სადაც ტრადიციულ მაროკოულ საქონელს ყიდიან და სადაც შეგიძლიათ შეიძინოთ ტაჯინი, ჭურჭელი, ტყავის ნაწარმი, ჩილიმი და სამშვენისის მთელი სპექტრი, მაგრამ ეს ყველაფერი ტურისტებისთვისაა განკუთვნილი.","ძველი მედინის გარშემო ადვილია ტრადიციული მაროკოს საქონლის გამყიდველების პოვნა, როგორიცაა ტეგინები, კერამიკა, ტყავის ნაწარმი, ჰუკები და გეეგაუების მთელი სპექტრი, მაგრამ ეს ყველაფერი ტურისტებისთვისაა."
712,Goma is a tourist city of the Democratic Republic of Congo in the extreme east near Rwanda.,გომა არის კონგოს დემოკრატიული რესპუბლიკის უკიდურეს აღმოსავლეთით მდებარე ქალაქი რუანდის საზღვართან.,"გომა არის ტურისტული ქალაქი კონგოს დემოკრატიული რესპუბლიკის უკიდურეს აღმოსავლეთ ნაწილში, რუანდის მახლობლად."
713,"In 2002 Goma was destroyed by lava from the Nyiragongo volcano which buried most of the town’s streets, particularly the town centre.","2002 წელს ნიირაგონგოს ვულკანის ლავამ ქალაქი გომა დაანგრია. ქალაქის ქუჩების უმეტესობა, განსაკუთრებით კი ქალაქის ცენტრი ლავაში არის ჩამარხული.","2002 წელს გომა განადგურდა ნიირაგონგოს ვულკანის ლავით, რომელმაც დამარხა ქალაქის ქუჩების უმეტესობა, განსაკუთრებით ქალაქის ცენტრი."
714,"While Goma is reasonably safe, any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province.","ნებისმიერი მოგზაურობა გომას გარეთ, მიუხედავად იმისა, რომ გომაში მოგზაურობა არის გონივრულად უსაფრთხო, წინასწარ უნდა იქნას გამოკვლეული ჩრდილოეთ კივუს პროვინციაში არსებული ბრძოლების შესასწავლად.","მიუხედავად იმისა, რომ გომა საკმაოდ უსაფრთხოა, გომას გარეთ ნებისმიერი ვიზიტი უნდა იყოს შესწავლილი, რათა გავიგოთ ჩრდილოეთ კივუს პროვინციაში მიმდინარე ბრძოლის მდგომარეობა."
715,The city is also the base to climb the Nyiragongo volcano along with some of the cheapest Mountain Gorilla tracking in Africa.,ქალაქი ასევე გამოიყენება ბაზად ნიირაგონგოს ვულკანზე ასაცოცებლად და მთის გორილაზე დასაკვირვებლად ერთ-ერთი ყველაზე იაფი წერტილია.,"ქალაქი ასევე არის ბაზა ნიირაგონგოს ვულკანის ასასვლელად, აფრიკის ზოგიერთ ყველაზე იაფ მთის გორილას თვალთვალისთან ერთად."
716,You can use boda-boda (motorcycle taxi) to get around Goma. The normal (local) price is ~500 Congolese Francs for the short ride.,"გომაში გადასაადგილებლად შეგიძლიათ ბოდა-ბოდა (მოტოციკლის ტაქსი) გამოიყენოთ. ჩვეულებრივ (ადგილობრივად), მოკლე მანძილზე გადაადგილების ფასი დაახლოებით 500 კონგოს ფრანკი ღირს.","შეგიძლიათ გამოიყენოთ ბოდა-ბოდა (მოტოციკლეტის ტაქსი), რათა იმოძრაოთ გომაში. ნორმალური (ადგილობრივი) ფასი არის ~500 კონგოს ფრანკი მოკლე მგზავრობისთვის."
717,"Combined with its relative inaccessibility, ""Timbuktu"" has come to be used as a metaphor for exotic, distant lands.","თავის მიუწვდომელობიდან გამომდინარე, „ტიმბუქტუს“ ეგზოტიკური შორეული მიწების მეტაფორად იყენებენ.","მისი შედარებით მიუწვდომლობასთან ერთად, „ტიმბუქტუ“ იქცა ეგზოტიკური, შორეული მიწების მეტაფორად."
718,"Today, Timbuktu is an impoverished town, although its reputation makes it a tourist attraction, and it has an airport.","მიუხედავად მისი ტურისტული მიმზიდველობისა, რეპუტაციის და აეროპორტის ქონისა, ტომბუქტუ მაინც ღატაკი ქალაქია.","დღეს ტიმბუქტუ გაღატაკებული ქალაქია, თუმცა მისი რეპუტაცია მას ტურისტულ ღირსშესანიშნაობად აქცევს და მას აეროპორტი აქვს."
719,"In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.","მსოფლიო მემკვიდრეობის ძეგლების სიას ის 1990 წელს დაემატა, რამდენადაც უდაბნოს ქვიშის გამო საფრთხეში აღმოჩნდა.","1990 წელს ის დაემატა საფრთხის ქვეშ მყოფი მსოფლიო მემკვიდრეობის ძეგლების სიას, უდაბნოს ქვიშის საფრთხის გამო."
720,It was one of the major stops during Henry Louis Gates' PBS special Wonders of the African World.,საზოგადოებრივი მაუწყებლობის ფარგლებში ჰენრი ლუი გეიტსის საავტორო „აფრიკული სამყაროს საოცრებების“ ჩაწერის დროს ის ერთ-ერთი მთავარი გაჩერების წერტილი იყო.,"ეს იყო ერთ-ერთი მთავარი გაჩერება ჰენრი ლუის გეიტსის PBS-ის სპეციალური გადაცემის ""აფრიკული სამყაროს საოცრებანი"" დროს."
721,"The city is in stark contrast to the rest of the country's cities, because it has more of an Arabic flair than of an African.","ქალაქი ქვეყნის სხვა დანარჩენი ქალაქებისგან მკვეთრად განსხვავდება, რადგან მას აფრიკულზე მეტი არაბული ნიშა აქვს.","ქალაქი მკვეთრად განსხვავდება ქვეყნის დანარჩენი ქალაქებისგან, რადგან მას უფრო არაბული ელფერი აქვს, ვიდრე აფრიკული."
722,"The Kruger National Park (KNP) lies in the north-east of South Africa and runs along the border of Mozambique in the east, Zimbabwe in the north, and the southern border is the Crocodile River.","კრუგერის ეროვნული პარკი (კეპ) განლაგებულია სამხრეთ აფრიკის ჩრდილო-აღმოსავლეთ ნაწილში და ზიმბაბვეს საზღვრებს ჩრდილოეთიდან, მოზამბიკის საზღვრებს აღმოსავლეთიდან და ნიანგების მდინარის საზღვარს სამხრეთიდან მიუყვება.","კრუგერის ეროვნული პარკი (კნპ) მდებარეობს სამხრეთ აფრიკის ჩრდილო-აღმოსავლეთით და გადის მოზამბიკის საზღვარზე აღმოსავლეთით, ზიმბაბვეს ჩრდილოეთით და სამხრეთ საზღვარი არის ნიანგის მდინარე."
723,"The park covers 19,500 km² and is divided in 14 different ecozones, each supporting different wildlife.","პარკის ფართობია 19,500 კმ² და 14 სხვადასხვა ეკოზონად არის დაყოფილი, რომელთაგან თითოეულში სხვადასხვანაირი ველური ბუნება გვხვდება.","პარკი მოიცავს 19,500 კმ²-ს და დაყოფილია 14 სხვადასხვა ეკოზონად, რომელთაგან თითოეული მხარს უჭერს სხვადასხვა ველურ ბუნებას."
724,It is one of the main attractions of South Africa and it is considered the flagship of South African National Parks (SANParks).,ის ერთ-ერთ მთავარ ღირსშესანიშნაობას წარმოადგებს სამხრეთ აფრიკაში და მიიჩნევა სამხრეთ აფრიკის ეროვნული პარკების (SANParks) საუკეთესო ნიმუშად.,ეს არის სამხრეთ აფრიკის ერთ-ერთი მთავარი ღირსშესანიშნაობა და ითვლება სამხრეთ აფრიკის ეროვნული პარკების (SANParks) ფლაგმანად.
725,"As with all South African National Parks, there are daily conservation and entry fees for the park.","სამხრეთ აფრიკის ყველა ეროვნული პარკის მსგავსად, აქაც დაწესებულია დღიური ბუნების დაცვისა და შესვლის საფასური.","როგორც სამხრეთ აფრიკის ყველა ეროვნულ პარკში, პარკში შესვლისა და კონსერვაციის ყოველდღიური საფასურია დაწესებული."
726,"It may also be beneficial for one to buy a Wild Card, which provides entry to either selections of parks in South Africa or all of the South African National Parks.","Wild Card-ის შეძენა, რითაც მოგენიჭებათ სამხრეთ აფრიკის პარკის ნაწილის ან სრულად სამხრეთ აფრიკის ეროვნული პარკის საშვი, შესაძლოა ასევე მომგებიანი იყოს.","ასევე შეიძლება სასარგებლო იყოს Wild Card-ის შეძენა, რომელიც უზრუნველყოფს სამხრეთ აფრიკის პარკების ან სამხრეთ აფრიკის ყველა ეროვნული პარკის არჩევანში შესვლას."
727,Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus.,"ჰონგ-კონგის რაიონს სახელი კუნძულ ჰონგ-კონგის გამო დაერქვა. ეს არის ადგილი, რომელიც ბევრი ტურისტისთვის მთავარი ინტერესს წარმოადგენს.","ჰონგ-კონგის კუნძული ტერიტორიას აძლევს მის სახელს და არის ადგილი, რომელსაც ბევრი ტურისტი მთავარ ფოკუსად მიიჩნევს."
728,The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour.,"შენობების წყობა, რომელიც ჰონგ-კონგის კონტურს წარმოქმნის, მიმსგავსებულია ჩინებულ სვეტოვანი დიაგრამას, რომელიც თვალსაჩინოდ ჩანს ვიქტორიას ნავსადგურის წყლებზე.","ჰონგ-კონგის ჰორიზონტის შემქმნელი შენობების აღლუმი შედარებულია მოციმციმე სვეტოვან დიაგრამასთან, რომელიც ხილული ხდება ვიქტორიას ნავსადგურის წყლების არსებობით."
729,"To get the best views of Hong Kong, leave the island and head for the Kowloon waterfront opposite.",ჰონგ-კონგის საუკეთესო ხედების სანახავად კუნძული უნდა დატოვოთ და მოპირდაპირე მხარეს მდებარე კოულუნის სანაპირო ზოლისკენ აიღოთ კურსი.,"ჰონგ-კონგის საუკეთესო ხედების სანახავად, კუნძული დატოვეთ და გაემართეთ კოულონის მოპირდაპირე წყლისპირასკენ."
730,The great majority of Hong Kong Island's urban development is densely packed on reclaimed land along the northern shore.,"ჩრდილოეთ სანაპიროს გასწვრივ, დამშრალ მიწაზე, ჰონგ კონგის კუნძულის ურბანული განვითარების უდიდესი ნაწილი მოსახლეობით გადატვირთულია.",ჰონგ-კონგის კუნძულის ურბანული განვითარების უდიდესი ნაწილი მჭიდროდ არის განლაგებული ჩრდილოეთ სანაპიროზე რეკულტივირებულ ტერიტორიაზე.
731,"This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.","ეს ის ადგილია, რომელიც ბრიტანელმა კოლონისტებმა დაიკავეს და საკუთარ ტერიტორიად აქციეს, შესაბამისად, თუ თქვენ ტერიტორიის კოლონიალური წარსულის მტკიცებულებებს ეძებთ, დასაწყებად ეს კარგი ადგილია.","ეს არის ადგილი, რომელიც ბრიტანელმა კოლონიზატორებმა საკუთარად მიიჩნიეს და თუ ტერიტორიის კოლონიური წარსულის მტკიცებულებას ეძებთ, ეს კარგი ადგილია დასაწყებად."
732,"The Sundarbans are the largest littoral mangrove belt in the world, stretching 80 km (50 mi) into the Bangladeshi and Indian hinterland from the coast.","სუნდარბანი, უდიდესი სანაპირო ზოლის მანგროვული სარტყელია მსოფლიოში, რომელიც გადაჭიმულია ბანგლადეშისა და ინდოეთის მთის სანაპიროდან 80 კმ-ზე.","სუნდარბანები მსოფლიოში უდიდესი სანაპირო მანგროს ზოლია, რომელიც 80 კმ-ით (50 მილი) ვრცელდება ბანგლადეშისა და ინდოეთის სანაპირო ზოლიდან."
733,The Sundarbans has been declared a UNESCO World Heritage Site. The part of the forest within Indian territory is called Sundarbans National Park.,იუნესკოს მიერ სუნდარბანსი მსოფლიო მემკვიდრეობის ძეგლად იქნა აღიარებული. ინდოეთის ტერიტორიის ტყის ნაწილს ეწოდება სუნდარბანსის ეროვნული პარკი.,სუნდარბანსი იუნესკოს მსოფლიო მემკვიდრეობის ძეგლად გამოცხადდა. ინდოეთის ტერიტორიაზე არსებული ტყის ნაწილი ცნობილია სუნდარბანსის ეროვნული პარკის სახელით.
734,The forests aren't just mangrove swamps though — they include some of the last remaining stands of the mighty jungles which once covered the Gangetic plain.,"ტყეები არ შედგება მხოლოდ მანგროს ჭაობებისგან — ისინი ასევე მოიცავს ერთ დროს ძლიერი ჯუნგლების გადარჩენილ ნაწილს, რომლებიც თავის დროზე განგის ვაკეზე იყო გადაჭიმული.","ტყეები მხოლოდ მანგროს ჭაობები არ არის — ისინი მოიცავს ჯუნგლების ზოგიერთ უკანასკნელ შემორჩენილ მონაკვეთს, რომლებიც ოდესღაც განგეთის დაბლობს ფარავდა."
735,"The Sundarbans cover an area of 3,850 km², of which about one-third is covered in water/marsh areas.","სუნდარბანი 3,850 კმ² ფართობია, რომლის დაახლოებით ერთი მესამედი წყლით/ჭაობით არის დაფარული.","სუნდარბანები მოიცავს 3,850 კმ² ფართობს, რომლის დაახლოებით ერთი მესამედი დაფარულია წყლის/ჭაობის ტერიტორიებით."
736,"Since 1966 the Sundarbans have been a wildlife sanctuary, and it is estimated that there are now 400 Royal Bengal tigers and about 30,000 spotted deer in the area.","სუნდარბანები, 1966 წლიდან მოყოლებული, ნაკრძალს წარმოადგენს და გამოთვლილია რომ იმ ტერიტორიაზე დღეისთვის 400 სამეფო ბენგალური ვეფხვი და დაახლოებით 30,000 ხალიანი ირემია.","1966 წლიდან სუნდარბანები ველური ბუნების ნაკრძალად იქცა და ვარაუდობენ, რომ ახლა ამ ტერიტორიაზე 400 ბენგალური ვეფხვი და დაახლოებით 30,000 ლაქებიანი ირემია."
737,"Buses depart the inter-district bus station (across the river) throughout the day, though most, especially those heading to the east and Jakar/Bumthang leave between 06:30 and 07:30.","საქალაქთაშორისო ავტოსადგომიდან (მდინარის გაღმა) ავტობუსები, განსაკუთრებით კი ისინი, რომლებიც მიემგზავრებიან 06:30 — 07:30 პერიოდში, მიემგზავრებიან აღმოსავლეთისკენ და ჯაკარ/ბუმთანგისკენ, დადიან მთელი დღის განმავლობაში.","ავტობუსები გადიან ინტერ-რაიონულ ავტობუსების სადგურს (მდინარის გადაღმა) მთელი დღის განმავლობაში, თუმცა უმეტესობა, განსაკუთრებით ისინი, რომლებიც მიემართებიან აღმოსავლეთისკენ და ჯაკარ/ბუტჰანგისკენ, გადიან 06:30-დან 07:30-მდე."
738,"As the inter-district buses are often full, it is advisable to purchase a ticket a few days in advance.","რადგან სარაიონთაშორისო ავტობუსები ხშირად გადავსებულია, გირჩევთ შეიძინოთ ბილეთი რამდენიმე დღით ადრე.","რადგან ინტერ-რაიონული ავტობუსები ხშირად სავსეა, რეკომენდებულია ბილეთის შეძენა რამდენიმე დღით ადრე."
739,"Most districts are served by small Japanese Coaster Buses, which are comfortable and sturdy.",კომფორტული და გამძლე პატარა იაპონური ავტობუსები ემსახურება უბნების უმეტეს ნაწილს.,"უმეტესი რაიონები ემსახურება პატარა იაპონურ სანაპირო ავტობუსებს, რომლებიც კომფორტული და გამძლეა."
740,"Shared taxis are a quick and comfortable means to travel to nearby places, such as Paro (Nu 150) and Punakha (Nu 200).","საერთო ტაქსები, მიმდებარე ადგილებში გადაადგილებისთვის სწრაფი და კომფორტული საშუალებაა, როგორიცაა პარო (Nu 150) და პუნახა (Nu 200).","გაზიარებული ტაქსები სწრაფი და კომფორტული საშუალებაა ახლომდებარე ადგილებში სამოგზაუროდ, როგორიცაა პარაო (ნუ 150) და პუნაკჰა (ნუ 200)."
741,The Oyapock River Bridge is a cable-stayed bridge. It spans the Oyapock River to link the cities of Oiapoque in Brazil and Saint-Georges de l'Oyapock in French Guiana.,მდინარე ოიაპოკის ხიდი ტროსებზე დაკიდებული ხიდია. ის გადებულია მდინარე ოიაპოკზე და ერთმანეთთან აკავშირებს ოიაპოკს ბრაზილიაში და სენ-ჟორჟ დე ლ'ოიაპოკს საფრანგეთის გვიანაში.,"ოაიპოკის მდინარის ხიდი არის დაკიდული ხიდი. ის გადაკვეთს ოაიპოკის მდინარეს, რათა დააკავშიროს ბრაზილიის ოაიპოუკი და საფრანგეთის გვიანის სენტ-ჟორჟ დე ოაიპოკი."
742,"The two towers rise to a height of 83 meters, it's 378 meters long and it has two lanes of 3.50 m wide.","ორი კოშკის სიმაღლე 83 მეტრს აღწევს, მისი სიგრძე არის 378 მეტრი და მიუყვება 3.50 მეტრი სიგანის ორი ზოლი.","ორი კოშკი 83 მეტრის სიმაღლეზეა აღმართული, ის 378 მეტრი სიგრძისაა და მას აქვს ორი ზოლი 3.50 მეტრი სიგანის."
743,"The vertical clearance under the bridge is 15 meters. Construction was completed in August 2011, it didn't open to traffic until March 2017.","ვერტიკალური გაბარიტი ხიდის ქვეშ არის 15 მეტრი. მშენებლობა 2011 წლის აგვისტოში დასრულდა, ის საგზაო მოძრაობისთვის 2017 წლის მარტამდე არ გახსნილა.","ხიდის ქვეშ ვერტიკალური სიმაღლე 15 მეტრია. მშენებლობა დასრულდა 2011 წლის აგვისტოში, ის არ გახსნილა მოძრაობისთვის 2017 წლის მარტამდე."
744,"The bridge is scheduled to be fully operational in September 2017, when the Brazilian customs checkpoints are expected to be finished.","ხიდის ექსპლუატაციაში გაშვება დაგეგმილია 2017 წლის სექტემბერში, როდესაც დასრულდება ბრაზილიის საბაჟო პუნქტების მშენებლობა.","ხიდი სრულად ფუნქციონირებადი უნდა იყოს 2017 წლის სექტემბერში, როდესაც ბრაზილიური საბაჟო გამშვები პუნქტების დასრულება მოსალოდნელია."
745,"The Guaraní were the most significant indigenous group inhabiting what is now Eastern Paraguay, living as semi-nomadic hunters who also practised subsistence agriculture.","ყველაზე მნიშვნელოვანი მკვიდრ მოსახლეთა ჯგუფს გუარანი წარმოადგენდა, რომელიც აღმოსავლეთ პარაგვაიში ცხოვრობს ახლა და ნახევრად მომთაბარე მონადირეები ამავე დროს საოჯახო მეურნეობას ეწევიან.","გუარანი იყო ყველაზე მნიშვნელოვანი ძირძველი ჯგუფი, რომელიც ცხოვრობდა ახლანდელ აღმოსავლეთ პარაგვაიში, ცხოვრობდა როგორც ნახევრად მომთაბარე მონადირეები, რომლებიც ასევე ეწეოდნენ სოფლის მეურნეობას."
746,"The Chaco region was home to other groups of indigenous tribes such as the Guaycurú and Payaguá, who survived by hunting, gathering and fishing.","ჩაკოს რეგიონი წარმოადგენდა სახლს გუაიკურუსა და პაიგუას მსგავსი აბორიგენი ტომებისთვის, რომლებსაც თავი ნადირობით, თევზაობითა და შემგროვებლობით გაჰქონდათ.","ჩაკოს რეგიონი იყო სხვა ძირძველი ტომების, როგორიცაა გუაიკურუ და პაიაგუა, სახლი, რომლებიც ნადირობით, შეგროვებითა და თევზაობით გადარჩნენ."
747,"In the 16th century Paraguay, formerly called ""The Giant Province of the Indies"", was born as a result of the encounter of Spanish conquerors with the native indigenous groups.","მე-16 საუკუნეში ესპანელი დამპყრობლებისა და ადგილობრივი აბორიგენების ჯგუფების შერწყმით გაჩნდა პარაგვაი, რომელსაც ძველად „ინდოეთის გიგანტურ პროვინცია“ ეწოდებოდა.","მე-16 საუკუნეში პარაგვაი, რომელსაც ადრე ""ინდიელთა გიგანტურ პროვინციას"" უწოდებდნენ, ესპანელი დამპყრობლებისა და ადგილობრივი მკვიდრი ჯგუფების შეხვედრის შედეგად დაიბადა."
748,The Spaniards started the colonization period which lasted for three centuries.,"ესპანელებმა კოლონიზაცია დაიწყეს, რაც გაგრძელდა სამი საუკუნე.","ესპანელებმა დაიწყეს კოლონიზაციის პერიოდი, რომელიც სამ საუკუნეს გაგრძელდა."
749,"Since the foundation of Asunción in 1537, Paraguay has managed to keep a lot of its indigenous character and identity.",პარაგვაიმ 1537 წელს ასუნსიონის დაარსების შემდეგ შეძლო და შეინარჩუნა ბევრი ძირძველი მახასიათებელი და იდენტობა.,"ასიუნსიონის დაარსებიდან 1537 წელს, პარაგვაიმ მოახერხა შეენარჩუნებინა თავისი ძირძველი ხასიათი და იდენტობა."
750,Argentina is well known for having one of the best polo teams and players in the world.,მსოფლიოში არგენტინა ცნობილია ერთ-ერთი საუკეთესო გუნდით და მოთამაშეებით.,"არგენტინა კარგად არის ცნობილი იმით, რომ აქვს ერთ-ერთი საუკეთესო პოლოს გუნდი და მოთამაშეები მსოფლიოში."
751,The largest tournament of the year takes place in December at the polo fields in Las Cañitas.,ლას კანიტასის პოლოს მოედნებზე წლის უდიდესი ტურნირი დეკემბერში ჩატარდება.,წლის უდიდესი ტურნირი ტარდება დეკემბერში ლას-კანიტას პოლო მინდვრებზე.
752,Smaller tournaments and matches can also be seen here at other times of the year.,"წელიწადის სხვა დროს, აქ ასევე შესაძლებელია ნაკლებად მნიშვნელოვანი ტურნირებისა და მატჩების ყურებაც.",პატარა ტურნირები და მატჩები წლის სხვა დროსაც შეიძლება ნახოთ აქ.
753,"For news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.","ტურნირების სიახლეების და ინფორმაციისთვის, თუ სად შეიძინოთ პოლოს მატჩების ბილეთები, ეწვიეთ Asociacion Argentina de Polo.","ტურნირების შესახებ სიახლეებისა და პოულოს მატჩებზე ბილეთების შესაძენად, შეამოწმეთ Asociacion Argentina de Polo."
754,The official Falklands currency is the Falkland pound (FKP) whose value is set equivalent to that of one British pound (GBP).,"ფოლკლენდის ფუნტი (FKP) ფოლკლენდის ოფიციალური ვალუტას წარმოადგენს, რომლის ვალუტის კურსი ერთ ბრიტანულ ფუნტს (GBP) უდრის.","ოფიციალური ფოლკლენდის ვალუტა არის ფოლკლენდის ფუნტი (FKP), რომლის ღირებულებაც დადგენილია ერთი ბრიტანული ფუნტის (GBP) ეკვივალენტად."
755,Money can be exchanged at the only bank in the islands which is located in Stanley across from the FIC West store.,"თანხის გადაცვლა FIC West-ის მაღაზიის მოპირდაპირედ, სტენლიში მდებარე კუნძულზე არსებულ ერთადერთ ბანკშია შესაძლებელი.","ფული შეიძლება გაცვალოს კუნძულებზე მდებარე ერთადერთ ბანკში, რომელიც სტენლის FIC West მაღაზიის მოპირდაპირე მხარეს მდებარეობს."
756,British pounds will generally be accepted anywhere in the islands and within Stanley credit cards and United States dollars are also often accepted.,"ზოგადად, კუნძულების ნებისმიერ წერტილში მიიღება ბრიტანული ფუნტი. ასევე ხშირ შემთხვეებში მიიღება სტენლის საკრედიტო ბარათები და აშშ დოლარი.",ბრიტანული ფუნტი ზოგადად მიიღება კუნძულების ნებისმიერ ადგილას და სტენლის საკრედიტო ბარათები და აშშ დოლარი ხშირად მიიღება.
757,"On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method.","შორსმდებარე კუნძულებზე საკრედიტო ბარათები ალბათ არ იმოქმედებს, თუმცა ბრიტანეთისა და შეერთებული შტატების ვალუტას მიიღებენ; მფლობელებს წინასწარ გაესაუბრეთ და დაადგინეთ, რომელი გადახდის მეთოდია მისაღები.","გარე კუნძულებზე საკრედიტო ბარათების მიღება, სავარაუდოდ, არ მოხდება, თუმცა შესაძლოა ბრიტანული და ამერიკული ვალუტა მიიღონ; წინასწარ დაუკავშირდით მფლობელებს, რათა დაადგინოთ რა არის მისაღები გადახდის მეთოდი."
